Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DEUEME002,Emden - Außenhafen,61,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"('ESTES    K','ESTLAND, PALDISKI',500,24.0801736,59.349089,'User 1','Thursday-07-21', 'Tuesday-05-19', 3,8, 'Estonia'),",ESTES    K,"ESTLAND, PALDISKI",500,0,24.0801736,59.349089,User 1,2022-07-21 00:00:00,2026-05-19 00:00:00,3,8,Estonia,,INVENT,325,,,,,
"('ESTPLS   H','ESTLAND, PALDISKI LOUNASADAM',500,24.0801736,59.349089,'User 2','Thursday-12-10', 'Wednesday-09-16', 7,7, 'Estonia'),",ESTPLS   H,"ESTLAND, PALDISKI LOUNASADAM",500,0,24.0801736,59.349089,User 2,2020-12-10 00:00:00,2026-09-16 00:00:00,7,7,Estonia,,INVENT,326,,,,,
"('SWEHAD001','HAMLSTADT (PORT)',500,12.8574827,56.6739826,'User 3','Saturday-06-10', 'Wednesday-08-04', 10,1, 'Sweden'),",SWEHAD001,HAMLSTADT (PORT),500,0,12.8574827,56.6739826,User 3,2023-06-10 00:00:00,2027-08-04 00:00:00,10,1,Sweden,,INVENT,327,,,,,
"('SWESOE001','SCHWEDEN, SOEDERTAELJE',500,17.6271663,59.1964289,'User 4','Wednesday-10-18', 'Friday-06-14', 1,8, 'Sweden'),",SWESOE001,"SCHWEDEN, SOEDERTAELJE",500,0,17.6271663,59.1964289,User 4,2023-10-18 00:00:00,2030-06-14 00:00:00,1,8,Sweden,,INVENT,328,,,,,
"('TURDLV   H','TUERKEI, HAFEN EFESAN, DILOVAS',500,29.5260959,40.7756061,'User 5','Tuesday-07-25', 'Monday-07-10', 6,3, 'Turkey'),",TURDLV   H,"TUERKEI, HAFEN EFESAN, DILOVAS",500,0,29.5260959,40.7756061,User 5,2023-07-25 00:00:00,2028-07-10 00:00:00,6,3,Turkey,,INVENT,329,,,,,
"('AUTHIT001','Hall in Tirol - GebrÃ¼der Weiss',500,11.4745,47.27467,'User 6','Monday-09-12', 'Wednesday-09-06', 2,8, 'Austria'),",AUTHIT001,Hall in Tirol - GebrÃ¼der Weiss,500,0,11.4745,47.27467,User 6,2022-09-12 00:00:00,2028-09-06 00:00:00,2,8,Austria,,INVENT,330,,,,,
"('GRCGR    K','GRIECHENLAND, PIRAEUS',500,23.6470593,37.9431594,'User 7','Thursday-06-15', 'Saturday-10-31', 1,5, 'Greece'),",GRCGR    K,"GRIECHENLAND, PIRAEUS",500,0,23.6470593,37.9431594,User 7,2023-06-15 00:00:00,2026-10-31 00:00:00,1,5,Greece,,INVENT,331,,,,,
"('LUXHOW001','Howald - Losch',500,6.13016,49.57698,'User 8','Thursday-03-02', 'Friday-10-16', 8,4, 'Luxembourg'),",LUXHOW001,Howald - Losch,500,0,6.13016,49.57698,User 8,2023-03-02 00:00:00,2026-10-16 00:00:00,8,4,Luxembourg,,INVENT,332,,,,,
"('NLDVLI001','Vlissingen - Kloosterboer',500,3.70995,51.47588,'User 9','Monday-07-27', 'Saturday-02-23', 6,3, 'Netherlands'),",NLDVLI001,Vlissingen - Kloosterboer,500,0,3.70995,51.47588,User 9,2020-07-27 00:00:00,2030-02-23 00:00:00,6,3,Netherlands,,INVENT,333,,,,,
"('ARMEVN001','Eriwan - Slav Motors',500,-75.6723751,4.536307,'User 1','Tuesday-11-07', 'Sunday-07-22', 5,8, 'Armenia'),",ARMEVN001,Eriwan - Slav Motors,500,0,-75.6723751,4.536307,User 1,2023-11-07 00:00:00,2029-07-22 00:00:00,5,8,Armenia,,INVENT,334,,,,,
"('AZEMQ    K','ASERBAIDSCHAN, BAKU',500,49.8328009,40.3755885,'User 2','Monday-06-13', 'Sunday-09-17', 2,10, 'Azerbaijan'),",AZEMQ    K,"ASERBAIDSCHAN, BAKU",500,0,49.8328009,40.3755885,User 2,2022-06-13 00:00:00,2028-09-17 00:00:00,2,10,Azerbaijan,,INVENT,335,,,,,
"('BELANR001','Antwerpen - ICO',500,4.22741,51.26818,'User 3','Saturday-03-27', 'Wednesday-09-03', 8,3, 'Belgium'),",BELANR001,Antwerpen - ICO,500,0,4.22741,51.26818,User 3,2021-03-27 00:00:00,2025-09-03 00:00:00,8,3,Belgium,,INVENT,336,,,,,
"('BELZEE001','ZeebrÃ¼gge - WWL',500,3.23388,51.31563,'User 4','Monday-10-25', 'Wednesday-08-05', 7,3, 'Belgium'),",BELZEE001,ZeebrÃ¼gge - WWL,500,0,3.23388,51.31563,User 4,2021-10-25 00:00:00,2026-08-05 00:00:00,7,3,Belgium,,INVENT,337,,,,,
"('BELZEE002','ZeebrÃ¼gge - ICO Northern Inlet',500,3.21775198675609,51.3288072,'User 5','Tuesday-05-31', 'Sunday-06-30', 9,10, 'Belgium'),",BELZEE002,ZeebrÃ¼gge - ICO Northern Inlet,500,0,3.21775198675609,51.3288072,User 5,2022-05-31 00:00:00,2030-06-30 00:00:00,9,10,Belgium,,INVENT,338,,,,,
"('BIHSJJ001','Sarajevo - ASA SPED',500,18.30659,43.87625,'User 6','Friday-07-14', 'Wednesday-04-02', 1,7, 'Bosnia and Herzegovina'),",BIHSJJ001,Sarajevo - ASA SPED,500,0,18.30659,43.87625,User 6,2023-07-14 00:00:00,2025-04-02 00:00:00,1,7,Bosnia and Herzegovina,,INVENT,339,,,,,
"('BLRMSQ001','Minsk - Atlant-M (Volkswagen)',500,27.43272,53.88127,'User 7','Friday-05-21', 'Tuesday-04-03', 5,4, 'Belarus'),",BLRMSQ001,Minsk - Atlant-M (Volkswagen),500,0,27.43272,53.88127,User 7,2021-05-21 00:00:00,2029-04-03 00:00:00,5,4,Belarus,,INVENT,340,,,,,
"('BLRMSQ002','Minsk - Autohaus AV (Audi)',500,27.54289,53.84332,'User 8','Saturday-05-27', 'Thursday-12-14', 4,6, 'Belarus'),",BLRMSQ002,Minsk - Autohaus AV (Audi),500,0,27.54289,53.84332,User 8,2023-05-27 00:00:00,2028-12-14 00:00:00,4,6,Belarus,,INVENT,341,,,,,
"('CIVFA    K','COTE D`IVOIRE, ABIDJAN',500,-4.016107,5.320357,'User 9','Friday-02-04', 'Thursday-02-17', 7,2, 'Ivory Coast'),",CIVFA    K,"COTE D`IVOIRE, ABIDJAN",500,0,-4.016107,5.320357,User 9,2022-02-04 00:00:00,2028-02-17 00:00:00,7,2,Ivory Coast,,INVENT,342,,,,,
"('CYPEY    K','ZYPERN-SUED, NICOSIA',500,33.3638783,35.1746503,'User 1','Monday-01-10', 'Sunday-08-25', 6,5, 'Cyprus'),",CYPEY    K,"ZYPERN-SUED, NICOSIA",500,0,33.3638783,35.1746503,User 1,2022-01-10 00:00:00,2030-08-25 00:00:00,6,5,Cyprus,,INVENT,343,,,,,
"('CYPEZ    K','ZYPERN-NORD, LEFKOSA',500,33.9019026886703,35.08302875,'User 2','Friday-06-25', 'Thursday-03-22', 2,6, 'Cyprus'),",CYPEZ    K,"ZYPERN-NORD, LEFKOSA",500,0,33.9019026886703,35.08302875,User 2,2021-06-25 00:00:00,2029-03-22 00:00:00,2,6,Cyprus,,INVENT,344,,,,,
"('DNKRNG001','Ringsted - Dansk Auto Logik',500,11.81151,55.43573,'User 3','Friday-12-17', 'Saturday-08-02', 4,9, 'Denmark'),",DNKRNG001,Ringsted - Dansk Auto Logik,500,0,11.81151,55.43573,User 3,2021-12-17 00:00:00,2025-08-02 00:00:00,4,9,Denmark,,INVENT,345,,,,,
"('ECUKJ    K','ECUADOR, QUITO',500,-78.5123274,-0.2201641,'User 4','Thursday-02-25', 'Saturday-02-26', 8,4, 'Ecuador'),",ECUKJ    K,"ECUADOR, QUITO",500,0,-78.5123274,-0.2201641,User 4,2021-02-25 00:00:00,2028-02-26 00:00:00,8,4,Ecuador,,INVENT,346,,,,,
"('EGYAG    K','AEGYPTEN, ALEXANDRIA',500,29.8951716,31.1991806,'User 5','Friday-02-04', 'Saturday-09-07', 4,9, 'Egypt'),",EGYAG    K,"AEGYPTEN, ALEXANDRIA",500,0,29.8951716,31.1991806,User 5,2022-02-04 00:00:00,2030-09-07 00:00:00,4,9,Egypt,,INVENT,347,,,,,
"('FINFJ    K','FINNLAND, HELSINKI',500,24.9427473,60.1674881,'User 6','Saturday-07-09', 'Tuesday-08-18', 4,10, 'Finland'),",FINFJ    K,"FINNLAND, HELSINKI",500,0,24.9427473,60.1674881,User 6,2022-07-09 00:00:00,2026-08-18 00:00:00,4,10,Finland,,INVENT,348,,,,,
"('FRALAU001','Lauterbourg - Walon France',500,8.18347,48.96319,'User 2','Tuesday-09-08', 'Saturday-08-04', 2,3, 'France'),",FRALAU001,Lauterbourg - Walon France,500,0,8.18347,48.96319,User 2,2020-09-08 00:00:00,2029-08-04 00:00:00,2,3,France,,INVENT,349,,,,,
"('FRALME001','FRANCE, LE MANS',500,0.1967849,48.0073849,'User 8','Tuesday-02-11', 'Sunday-04-07', 3,7, 'France'),",FRALME001,"FRANCE, LE MANS",500,0,0.1967849,48.0073849,User 8,2020-02-11 00:00:00,2030-04-07 00:00:00,3,7,France,,INVENT,350,,,,,
"('GABFD    K','GABUN, LIBREVILLE',500,9.4418849,0.4086518,'User 9','Wednesday-11-22', 'Saturday-06-05', 1,2, 'Gabon'),",GABFD    K,"GABUN, LIBREVILLE",500,0,9.4418849,0.4086518,User 9,2023-11-22 00:00:00,2027-06-05 00:00:00,1,2,Gabon,,INVENT,351,,,,,
"('GEODB    K','GEORGIEN, TIFLIS',500,44.8014495,41.6934591,'User 1','Tuesday-07-19', 'Tuesday-04-25', 2,4, 'Georgia'),",GEODB    K,"GEORGIEN, TIFLIS",500,0,44.8014495,41.6934591,User 1,2022-07-19 00:00:00,2028-04-25 00:00:00,2,4,Georgia,,INVENT,352,,,,,
"('HUNTSB001','Tuzser - Vakert',500,22.13468,48.33851,'User 2','Saturday-08-15', 'Wednesday-04-05', 7,2, 'Hungary'),",HUNTSB001,Tuzser - Vakert,500,0,22.13468,48.33851,User 2,2020-08-15 00:00:00,2028-04-05 00:00:00,7,2,Hungary,,INVENT,353,,,,,
"('ISLJS    K','ISLAND, REYKJAVIK',500,-21.876262,64.136637,'User 3','Monday-08-23', 'Wednesday-02-06', 6,2, 'Iceland'),",ISLJS    K,"ISLAND, REYKJAVIK",500,0,-21.876262,64.136637,User 3,2021-08-23 00:00:00,2030-02-06 00:00:00,6,2,Iceland,,INVENT,354,,,,,
"('ISRJL    K','ISRAEL',500,35.3488686,32.6307267,'User 4','Tuesday-10-19', 'Wednesday-05-15', 4,3, 'Israel'),",ISRJL    K,ISRAEL,500,0,35.3488686,32.6307267,User 4,2021-10-19 00:00:00,2030-05-15 00:00:00,4,3,Israel,,INVENT,355,,,,,
"('LBNLJ    K','LIBANON, BEIRUT',500,35.47843,33.8959203,'User 5','Monday-08-22', 'Wednesday-04-07', 10,8, 'Lebanon'),",LBNLJ    K,"LIBANON, BEIRUT",500,0,35.47843,33.8959203,User 5,2022-08-22 00:00:00,2027-04-07 00:00:00,10,8,Lebanon,,INVENT,356,,,,,
"('LVARIX001','Riga - Kurbads',500,24.19093,56.939,'User 6','Monday-12-28', 'Thursday-03-01', 8,4, 'Latvia'),",LVARIX001,Riga - Kurbads,500,0,24.19093,56.939,User 6,2020-12-28 00:00:00,2029-03-01 00:00:00,8,4,Latvia,,INVENT,357,,,,,
"('NLDRTM002','Rotterdam - Broekman',500,4.2379,51.89056,'User 7','Wednesday-05-05', 'Tuesday-11-18', 7,2, 'Netherlands'),",NLDRTM002,Rotterdam - Broekman,500,0,4.2379,51.89056,User 7,2021-05-05 00:00:00,2025-11-18 00:00:00,7,2,Netherlands,,INVENT,358,,,,,
"('SENBT    K','SENEGAL, DAKAR',500,-17.447938,14.693425,'User 8','Tuesday-12-28', 'Thursday-06-01', 2,8, 'Senegal'),",SENBT    K,"SENEGAL, DAKAR",500,0,-17.447938,14.693425,User 8,2021-12-28 00:00:00,2028-06-01 00:00:00,2,8,Senegal,,INVENT,359,,,,,
"('TUNTU    K','TUNESIEN, TUNIS CEDEX',500,10.1857757,36.8002068,'User 9','Saturday-07-17', 'Monday-04-22', 3,3, 'Tunisia'),",TUNTU    K,"TUNESIEN, TUNIS CEDEX",500,0,10.1857757,36.8002068,User 9,2021-07-17 00:00:00,2030-04-22 00:00:00,3,3,Tunisia,,INVENT,360,,,,,
"('UKRUHH001','Uzhhorod (Solomonovo) - Eurocar',500,22.28939,48.61824,'User 1','Thursday-07-01', 'Tuesday-10-26', 3,5, 'Ukraine'),",UKRUHH001,Uzhhorod (Solomonovo) - Eurocar,500,0,22.28939,48.61824,User 1,2021-07-01 00:00:00,2027-10-26 00:00:00,3,5,Ukraine,,INVENT,361,,,,,
"('AZEBAK   K','ASERBAIDSCHAN, BAKU (BENTLEY)',500,49.8328009,40.3755885,'User 2','Sunday-04-04', 'Thursday-10-25', 2,3, 'Azerbaijan'),",AZEBAK   K,"ASERBAIDSCHAN, BAKU (BENTLEY)",500,0,49.8328009,40.3755885,User 2,2021-04-04 00:00:00,2029-10-25 00:00:00,2,3,Azerbaijan,,INVENT,362,,,,,
"('ECUKL    K','ECUADOR, MANTA',500,-80.7197902,-0.9482874,'User 3','Monday-01-04', 'Friday-05-01', 2,5, 'Ecuador'),",ECUKL    K,"ECUADOR, MANTA",500,0,-80.7197902,-0.9482874,User 3,2021-01-04 00:00:00,2026-05-01 00:00:00,2,5,Ecuador,,INVENT,363,,,,,
"('ESPAAI001','SPANIEN, ARAIA',500,-1.2440052,41.8261552,'User 4','Wednesday-06-29', 'Saturday-10-12', 8,4, 'Spain'),",ESPAAI001,"SPANIEN, ARAIA",500,0,-1.2440052,41.8261552,User 4,2022-06-29 00:00:00,2030-10-12 00:00:00,8,4,Spain,,INVENT,364,,,,,
"('ESPAW    K','VW NAVARRA; EIGENBEDARF',500,-1.6440089,42.8181992,'User 5','Wednesday-01-06', 'Sunday-06-25', 4,8, 'Spain'),",ESPAW    K,VW NAVARRA; EIGENBEDARF,500,0,-1.6440089,42.8181992,User 5,2021-01-06 00:00:00,2028-06-25 00:00:00,4,8,Spain,,INVENT,365,,,,,
"('ESPCPZ001','Ciempozuelos - Berge Gefco',500,-3.62645,40.16505,'User 6','Thursday-02-25', 'Friday-08-17', 7,2, 'Spain'),",ESPCPZ001,Ciempozuelos - Berge Gefco,500,0,-3.62645,40.16505,User 6,2021-02-25 00:00:00,2029-08-17 00:00:00,7,2,Spain,,INVENT,366,,,,,
"('ESPEV    K','SPAIN, CAR POOL',500,2.1774322,41.3828939,'User 7','Monday-04-17', 'Saturday-06-27', 4,3, 'Spain'),",ESPEV    K,"SPAIN, CAR POOL",500,0,2.1774322,41.3828939,User 7,2023-04-17 00:00:00,2026-06-27 00:00:00,4,3,Spain,,INVENT,367,,,,,
"('ESPEW    K','SPAIN, SIN DESTINO',500,-3.459133,40.091214,'User 8','Sunday-03-28', 'Tuesday-01-29', 5,8, 'Spain'),",ESPEW    K,"SPAIN, SIN DESTINO",500,0,-3.459133,40.091214,User 8,2021-03-28 00:00:00,2030-01-29 00:00:00,5,8,Spain,,INVENT,368,,,,,
"('ESPYE    K','SPANIEN, PAMPLONA',500,-1.6440089,42.8181992,'User 9','Friday-07-01', 'Sunday-10-28', 7,2, 'Spain'),",ESPYE    K,"SPANIEN, PAMPLONA",500,0,-1.6440089,42.8181992,User 9,2022-07-01 00:00:00,2029-10-28 00:00:00,7,2,Spain,,INVENT,369,,,,,
"('FJISF    K','FIDSCHI, SUVA',500,178.4421662,-18.1415884,'User 1','Tuesday-12-21', 'Sunday-08-01', 8,5, 'Fiji'),",FJISF    K,"FIDSCHI, SUVA",500,0,178.4421662,-18.1415884,User 1,2021-12-21 00:00:00,2027-08-01 00:00:00,8,5,Fiji,,INVENT,370,,,,,
"('FRARIV001','Rivesaltes - Walon France',500,2.88144,42.79603,'User 9','Sunday-09-13', 'Wednesday-06-09', 2,4, 'France'),",FRARIV001,Rivesaltes - Walon France,500,0,2.88144,42.79603,User 9,2020-09-13 00:00:00,2027-06-09 00:00:00,2,4,France,,INVENT,371,,,,,
"('IRLDUB   H','IRLAND, HAFEN DUBLIN',500,-6.2605593,53.3493795,'User 3','Monday-08-21', 'Monday-02-25', 8,4, 'Ireland'),",IRLDUB   H,"IRLAND, HAFEN DUBLIN",500,0,-6.2605593,53.3493795,User 3,2023-08-21 00:00:00,2030-02-25 00:00:00,8,4,Ireland,,INVENT,372,,,,,
"('ITA7240  H','SAVONA MARITTIMA',500,8.4810315,44.3080251,'User 4','Tuesday-08-24', 'Thursday-01-11', 10,10, 'Italy'),",ITA7240  H,SAVONA MARITTIMA,500,0,8.4810315,44.3080251,User 4,2021-08-24 00:00:00,2029-01-11 00:00:00,10,10,Italy,,INVENT,373,,,,,
"('JPN4890  H','TOYOHASHI PORT',500,137.391461,34.769123,'User 5','Monday-05-04', 'Wednesday-11-05', 10,8, 'Japan'),",JPN4890  H,TOYOHASHI PORT,500,0,137.391461,34.769123,User 5,2020-05-04 00:00:00,2025-11-05 00:00:00,10,8,Japan,,INVENT,374,,,,,
"('JPNTOY   K','TOYOHASHI PORT BENTLEY',500,137.391461,34.769123,'User 6','Thursday-01-09', 'Tuesday-08-04', 3,9, 'Japan'),",JPNTOY   K,TOYOHASHI PORT BENTLEY,500,0,137.391461,34.769123,User 6,2020-01-09 00:00:00,2026-08-04 00:00:00,3,9,Japan,,INVENT,375,,,,,
"('PRISJU   K','PUERTO RICO, SAN JUAN (PORSCHE',500,-66.10572,18.46633,'User 7','Wednesday-04-05', 'Sunday-03-16', 2,2, 'Puerto Rico'),",PRISJU   K,"PUERTO RICO, SAN JUAN (PORSCHE",500,0,-66.10572,18.46633,User 7,2023-04-05 00:00:00,2025-03-16 00:00:00,2,2,Puerto Rico,,INVENT,376,,,,,
"('TUR6070  H','TUERKEI, HAFEN DERINCE',500,29.8307537,40.757461,'User 8','Monday-07-25', 'Thursday-06-27', 2,4, 'Turkey'),",TUR6070  H,"TUERKEI, HAFEN DERINCE",500,0,29.8307537,40.757461,User 8,2022-07-25 00:00:00,2030-06-27 00:00:00,2,4,Turkey,,INVENT,377,,,,,
"('TWNNTC   H','TAIWAN, NEW TAIPEI CITY (TAIPE',500,121.5636796,25.0375198,'User 9','Saturday-03-18', 'Saturday-02-26', 9,1, 'Taiwan'),",TWNNTC   H,"TAIWAN, NEW TAIPEI CITY (TAIPE",500,0,121.5636796,25.0375198,User 9,2023-03-18 00:00:00,2028-02-26 00:00:00,9,1,Taiwan,,INVENT,378,,,,,
"('UKRKIE   K','UKRAINE, KYIV (BENTLEY)',500,30.5241361,50.4500336,'User 1','Wednesday-09-14', 'Thursday-01-24', 1,2, 'Ukraine'),",UKRKIE   K,"UKRAINE, KYIV (BENTLEY)",500,0,30.5241361,50.4500336,User 1,2022-09-14 00:00:00,2030-01-24 00:00:00,1,2,Ukraine,,INVENT,379,,,,,
"('RUSGG    K','RUSSLAND, KALUGA',500,36.2598115,54.5101087,'User 2','Friday-02-26', 'Saturday-06-26', 6,6, 'Russia'),",RUSGG    K,"RUSSLAND, KALUGA",500,0,36.2598115,54.5101087,User 2,2021-02-26 00:00:00,2027-06-26 00:00:00,6,6,Russia,,INVENT,380,,,,,
"('RUSHR    K','RUSSLAND, ST. PETERSBURG',500,30.316229,59.938732,'User 3','Thursday-01-30', 'Thursday-03-15', 7,7, 'Russia'),",RUSHR    K,"RUSSLAND, ST. PETERSBURG",500,0,30.316229,59.938732,User 3,2020-01-30 00:00:00,2029-03-15 00:00:00,7,7,Russia,,INVENT,381,,,,,
"('BRAPNG001',NULL,500,-45.0097053533574,-12.0794806,'User 4','Sunday-09-10', 'Wednesday-10-09', 3,7, 'Brazil'),",BRAPNG001,,500,0,-45.0097053533574,-12.0794806,User 4,2023-09-10 00:00:00,2030-10-09 00:00:00,3,7,Brazil,,INVENT,382,,,,,
"('ESPYA    K','SPAIN, CANARIAS',500,-15.403732,27.856546,'User 5','Tuesday-12-01', 'Wednesday-09-02', 7,8, 'Spain'),",ESPYA    K,"SPAIN, CANARIAS",500,0,-15.403732,27.856546,User 5,2020-12-01 00:00:00,2026-09-02 00:00:00,7,8,Spain,,INVENT,383,,,,,
"('ESPYB    K','SPANIEN, KANAR. INSELN, TENERI',500,-16.6214471211441,28.2935785,'User 6','Monday-03-27', 'Tuesday-12-21', 7,8, 'Spain'),",ESPYB    K,"SPANIEN, KANAR. INSELN, TENERI",500,0,-16.6214471211441,28.2935785,User 6,2023-03-27 00:00:00,2027-12-21 00:00:00,7,8,Spain,,INVENT,384,,,,,
"('GLPLG    K','GUADELOUPE; SEAT',500,-61.7333373,16.0000778,'User 7','Wednesday-12-01', 'Thursday-11-14', 3,9, 'Guadeloupe'),",GLPLG    K,GUADELOUPE; SEAT,500,0,-61.7333373,16.0000778,User 7,2021-12-01 00:00:00,2030-11-14 00:00:00,3,9,Guadeloupe,,INVENT,385,,,,,
"('GRCDP    K','GRIECHENLAND, ATHEN; SEAT',500,23.7348324,37.9755648,'User 8','Wednesday-11-10', 'Friday-06-20', 6,6, 'Greece'),",GRCDP    K,"GRIECHENLAND, ATHEN; SEAT",500,0,23.7348324,37.9755648,User 8,2021-11-10 00:00:00,2025-06-20 00:00:00,6,6,Greece,,INVENT,386,,,,,
"('MTQYM    K','MARTINIQUE; SEAT',500,-60.9620777,14.6113732,'User 9','Thursday-12-01', 'Thursday-09-09', 8,2, 'Martinique'),",MTQYM    K,MARTINIQUE; SEAT,500,0,-60.9620777,14.6113732,User 9,2022-12-01 00:00:00,2027-09-09 00:00:00,8,2,Martinique,,INVENT,387,,,,,
"('MDAKIV001','Chisinau - Rumeon',500,28.83184,47.0242,'User 1','Sunday-09-18', 'Thursday-01-25', 7,10, 'Moldova'),",MDAKIV001,Chisinau - Rumeon,500,0,28.83184,47.0242,User 1,2022-09-18 00:00:00,2029-01-25 00:00:00,7,10,Moldova,,INVENT,388,,,,,
"('TKMAGT001','Ashgabat - Skoda',500,58.39012,37.95033,'User 2','Friday-10-06', 'Sunday-08-17', 1,1, 'Turkmenistan'),",TKMAGT001,Ashgabat - Skoda,500,0,58.39012,37.95033,User 2,2023-10-06 00:00:00,2025-08-17 00:00:00,1,1,Turkmenistan,,INVENT,389,,,,,
"('SURZP    K','SURINAME; VW',500,40.2366499,37.9110723,'User 3','Tuesday-11-02', 'Friday-02-05', 5,1, 'Suriname'),",SURZP    K,SURINAME; VW,500,0,40.2366499,37.9110723,User 3,2021-11-02 00:00:00,2027-02-05 00:00:00,5,1,Suriname,,INVENT,390,,,,,
"('BELANR002','Antwerpen - Euroterminal (Ford)',500,4.25071,51.30127,'User 4','Tuesday-10-24', 'Monday-05-28', 4,5, 'Belgium'),",BELANR002,Antwerpen - Euroterminal (Ford),500,0,4.25071,51.30127,User 4,2023-10-24 00:00:00,2029-05-28 00:00:00,4,5,Belgium,,INVENT,391,,,,,
"('BRASUA001','BRASILIEN, SUAPE',500,-34.9567358,-8.3539067,'User 5','Sunday-11-28', 'Sunday-01-30', 5,8, 'Brazil'),",BRASUA001,"BRASILIEN, SUAPE",500,0,-34.9567358,-8.3539067,User 5,2021-11-28 00:00:00,2028-01-30 00:00:00,5,8,Brazil,,INVENT,392,,,,,
"('ALBDY    K','ALBANIEN, DURRES',500,19.4462348,41.313255,'User 6','Thursday-03-17', 'Saturday-04-26', 2,6, 'Albania'),",ALBDY    K,"ALBANIEN, DURRES",500,0,19.4462348,41.313255,User 6,2022-03-17 00:00:00,2025-04-26 00:00:00,2,6,Albania,,INVENT,393,,,,,
"('ARGAR    K','ARGENTINIEN, BUENOS AIRES',500,-58.4370894,-34.6075682,'User 7','Thursday-09-14', 'Tuesday-03-21', 10,9, 'Argentina'),",ARGAR    K,"ARGENTINIEN, BUENOS AIRES",500,0,-58.4370894,-34.6075682,User 7,2023-09-14 00:00:00,2028-03-21 00:00:00,10,9,Argentina,,INVENT,394,,,,,
"('BGDBQ    K','BANGLADESCH, CHITTAGONG',500,91.8344348,22.333778,'User 8','Sunday-10-23', 'Thursday-04-22', 10,8, 'Bangladesh'),",BGDBQ    K,"BANGLADESCH, CHITTAGONG",500,0,91.8344348,22.333778,User 8,2022-10-23 00:00:00,2027-04-22 00:00:00,10,8,Bangladesh,,INVENT,395,,,,,
"('BRAVI    K','BRASILIEN, VITORIA',500,-40.3376682,-20.3200917,'User 9','Sunday-07-19', 'Tuesday-05-30', 7,1, 'Brazil'),",BRAVI    K,"BRASILIEN, VITORIA",500,0,-40.3376682,-20.3200917,User 9,2020-07-19 00:00:00,2028-05-30 00:00:00,7,1,Brazil,,INVENT,396,,,,,
"('BRAVIX   H','VITORIA HAFEN',500,-40.3376682,-20.3200917,'User 1','Wednesday-04-20', 'Tuesday-11-18', 3,5, 'Brazil'),",BRAVIX   H,VITORIA HAFEN,500,0,-40.3376682,-20.3200917,User 1,2022-04-20 00:00:00,2025-11-18 00:00:00,3,5,Brazil,,INVENT,397,,,,,
"('GHATEM001','TEMA',500,-0.0096592,5.6596441,'User 2','Wednesday-07-15', 'Monday-08-18', 2,7, 'Ghana'),",GHATEM001,TEMA,500,0,-0.0096592,5.6596441,User 2,2020-07-15 00:00:00,2025-08-18 00:00:00,2,7,Ghana,,INVENT,398,,,,,
"('NPLNE    K','NEPAL, MORANG',500,87.3851784,26.6686397,'User 3','Thursday-03-31', 'Wednesday-03-21', 3,3, 'Nepal'),",NPLNE    K,"NEPAL, MORANG",500,0,87.3851784,26.6686397,User 3,2022-03-31 00:00:00,2029-03-21 00:00:00,3,3,Nepal,,INVENT,399,,,,,
"('PAKKI    K','PAKISTAN, KARACHI',500,67.0207055,24.8546842,'User 4','Monday-04-04', 'Monday-07-16', 9,5, 'Pakistan'),",PAKKI    K,"PAKISTAN, KARACHI",500,0,67.0207055,24.8546842,User 4,2022-04-04 00:00:00,2029-07-16 00:00:00,9,5,Pakistan,,INVENT,400,,,,,
"('PRYPG    K','PARAGUAY',500,-57.6343814,-25.2800459,'User 5','Sunday-06-25', 'Sunday-08-27', 3,4, 'Paraguay'),",PRYPG    K,PARAGUAY,500,0,-57.6343814,-25.2800459,User 5,2023-06-25 00:00:00,2028-08-27 00:00:00,3,4,Paraguay,,INVENT,401,,,,,
"('URY3180  H','URUGUAY, HAFEN MONTEVIDEO',500,-56.1913095,-34.9058916,'User 6','Tuesday-08-16', 'Saturday-04-29', 2,6, 'Uruguay'),",URY3180  H,"URUGUAY, HAFEN MONTEVIDEO",500,0,-56.1913095,-34.9058916,User 6,2022-08-16 00:00:00,2028-04-29 00:00:00,2,6,Uruguay,,INVENT,402,,,,,
"('URYVR    K','URUGUAY, MONTEVIDEO',500,-56.1913095,-34.9058916,'User 7','Friday-06-02', 'Wednesday-08-19', 5,9, 'Uruguay'),",URYVR    K,"URUGUAY, MONTEVIDEO",500,0,-56.1913095,-34.9058916,User 7,2023-06-02 00:00:00,2026-08-19 00:00:00,5,9,Uruguay,,INVENT,403,,,,,
"('CRIWF    K','COSTA RICA, PUERTO LIMON',500,-83.0551808,9.9963486,'User 8','Wednesday-02-23', 'Tuesday-03-20', 4,4, 'Costa Rica'),",CRIWF    K,"COSTA RICA, PUERTO LIMON",500,0,-83.0551808,9.9963486,User 8,2022-02-23 00:00:00,2029-03-20 00:00:00,4,4,Costa Rica,,INVENT,404,,,,,
