TABLE NAME,COLUM NAME,COLUM NAME.1,COLUM NAME.2,Unnamed: 4,Unnamed: 5,Unnamed: 6,COLUM NAME.3,Unnamed: 8
"(79, 2578, 'Wednesday-09-18'),",79,2578,2024-09-18 00:00:00,DEUHAM001,3000,0,2578,2024-09-18 00:00:00
"(80, 63, 'Wednesday-09-18'),",80,63,2024-09-18 00:00:00,DEUHAM002,2259,0,63,2024-09-18 00:00:00
"(81, 1, 'Wednesday-09-18'),",81,1,2024-09-18 00:00:00,DEUHEA001,0,1,1,2024-09-18 00:00:00
"(82, 86, 'Wednesday-09-18'),",82,86,2024-09-18 00:00:00,DEUHEN001,2222,0,86,2024-09-18 00:00:00
"(83, 2682, 'Wednesday-09-18'),",83,2682,2024-09-18 00:00:00,DEUHMA001,2222,1,2682,2024-09-18 00:00:00
"(84, 7181, 'Wednesday-09-18'),",84,7181,2024-09-18 00:00:00,DEUILG001,8140,0,7181,2024-09-18 00:00:00
"(85, -58, 'Wednesday-09-18'),",85,-58,2024-09-18 00:00:00,DEUING001,5314,0,-58,2024-09-18 00:00:00
"(86, 6406, 'Wednesday-09-18'),",86,6406,2024-09-18 00:00:00,DEUKAK001,2222,1,6406,2024-09-18 00:00:00
"(87, 690, 'Wednesday-09-18'),",87,690,2024-09-18 00:00:00,DEUKAS001,2222,0,690,2024-09-18 00:00:00
"(88, 6711, 'Wednesday-09-18'),",88,6711,2024-09-18 00:00:00,DEUKIP001,5884,1,6711,2024-09-18 00:00:00
"(89, 553, 'Wednesday-09-18'),",89,553,2024-09-18 00:00:00,DEUKT2001,700,0,553,2024-09-18 00:00:00
"(90, -1081, 'Wednesday-09-18'),",90,-1081,2024-09-18 00:00:00,DEULBC001,3500,0,-1081,2024-09-18 00:00:00
"(91, -357, 'Wednesday-09-18'),",91,-357,2024-09-18 00:00:00,DEULBC002,3500,0,-357,2024-09-18 00:00:00
"(92, 1, 'Wednesday-09-18'),",92,1,2024-09-18 00:00:00,DEULDX001,1500,0,1,2024-09-18 00:00:00
"(93, 1605, 'Wednesday-09-18'),",93,1605,2024-09-18 00:00:00,DEULEH001,2000,0,1605,2024-09-18 00:00:00
"(94, 1, 'Wednesday-09-18'),",94,1,2024-09-18 00:00:00,DEUMMD001,500,0,1,2024-09-18 00:00:00
"(95, 403, 'Wednesday-09-18'),",95,403,2024-09-18 00:00:00,DEUMUM001,2477,0,403,2024-09-18 00:00:00
"(96, 55, 'Wednesday-09-18'),",96,55,2024-09-18 00:00:00,DEUNBI001,1464,0,55,2024-09-18 00:00:00
"(97, 2157, 'Wednesday-09-18'),",97,2157,2024-09-18 00:00:00,DEUNDS001,2556,0,2157,2024-09-18 00:00:00
"(98, 22003, 'Wednesday-09-18'),",98,22003,2024-09-18 00:00:00,DEUNEM001,48129,0,22003,2024-09-18 00:00:00
"(99, 3231, 'Wednesday-09-18'),",99,3231,2024-09-18 00:00:00,DEUNSS001,4122,0,3231,2024-09-18 00:00:00
"(100, 1053, 'Wednesday-09-18'),",100,1053,2024-09-18 00:00:00,DEUNUE001,1460,0,1053,2024-09-18 00:00:00
"(101, 424, 'Wednesday-09-18'),",101,424,2024-09-18 00:00:00,DEUOSN001,650,0,424,2024-09-18 00:00:00
"(102, 2403, 'Wednesday-09-18'),",102,2403,2024-09-18 00:00:00,DEUOSN002,3146,0,2403,2024-09-18 00:00:00
"(103, 1464, 'Wednesday-09-18'),",103,1464,2024-09-18 00:00:00,DEUOSN003,1605,0,1464,2024-09-18 00:00:00
"(104, 0, 'Wednesday-09-18'),",104,0,2024-09-18 00:00:00,DEUPOOL  L,0,0,0,2024-09-18 00:00:00
"(105, 12637, 'Wednesday-09-18'),",105,12637,2024-09-18 00:00:00,DEURDN001,15000,0,12637,2024-09-18 00:00:00
"(106, 1, 'Wednesday-09-18'),",106,1,2024-09-18 00:00:00,DEURDS001,3,0,1,2024-09-18 00:00:00
"(107, 10, 'Wednesday-09-18'),",107,10,2024-09-18 00:00:00,DEUREG001,0,1,10,2024-09-18 00:00:00
"(108, 40, 'Wednesday-09-18'),",108,40,2024-09-18 00:00:00,DEUREG002,9,1,40,2024-09-18 00:00:00
"(109, 16468, 'Wednesday-09-18'),",109,16468,2024-09-18 00:00:00,DEURKW001,20344,0,16468,2024-09-18 00:00:00
"(110, 6891, 'Wednesday-09-18'),",110,6891,2024-09-18 00:00:00,DEUSAR001,17222,0,6891,2024-09-18 00:00:00
"(111, -37, 'Wednesday-09-18'),",111,-37,2024-09-18 00:00:00,DEUSCF001,1487,0,-37,2024-09-18 00:00:00
"(112, 3, 'Wednesday-09-18'),",112,3,2024-09-18 00:00:00,DEUSRD001,2222,0,3,2024-09-18 00:00:00
"(113, 0, 'Wednesday-09-18'),",113,0,2024-09-18 00:00:00,DEUSTM001,35,0,0,2024-09-18 00:00:00
"(114, 0, 'Wednesday-09-18'),",114,0,2024-09-18 00:00:00,DEUUCH001,0,0,0,2024-09-18 00:00:00
"(115, 362, 'Wednesday-09-18'),",115,362,2024-09-18 00:00:00,DEUUEN001,2322,0,362,2024-09-18 00:00:00
"(116, 1570, 'Wednesday-09-18'),",116,1570,2024-09-18 00:00:00,DEUULZ001,5700,0,1570,2024-09-18 00:00:00
"(117, 1381, 'Wednesday-09-18'),",117,1381,2024-09-18 00:00:00,DEUWBW001,2222,0,1381,2024-09-18 00:00:00
"(118, 72, 'Wednesday-09-18'),",118,72,2024-09-18 00:00:00,DEUWDR001,3341,0,72,2024-09-18 00:00:00
"(119, 0, 'Wednesday-09-18'),",119,0,2024-09-18 00:00:00,DEUWIS001,0,0,0,2024-09-18 00:00:00
"(120, 2697, 'Wednesday-09-18'),",120,2697,2024-09-18 00:00:00,DEUWLZ001,3208,0,2697,2024-09-18 00:00:00
"(121, 15, 'Wednesday-09-18'),",121,15,2024-09-18 00:00:00,DEUWMO001,2222,0,15,2024-09-18 00:00:00
"(122, 4040, 'Wednesday-09-18'),",122,4040,2024-09-18 00:00:00,DEUWOB001 ,16508,0,4040,2024-09-18 00:00:00
"(123, 203, 'Wednesday-09-18'),",123,203,2024-09-18 00:00:00,DEUWVN001,2222,0,203,2024-09-18 00:00:00
"(124, 5913, 'Wednesday-09-18'),",124,5913,2024-09-18 00:00:00,DEUZET001,8184,0,5913,2024-09-18 00:00:00
"(125, 0, 'Wednesday-09-18'),",125,0,2024-09-18 00:00:00,DEUZUE001,0,0,0,2024-09-18 00:00:00
"(126, 1145, 'Wednesday-09-18'),",126,1145,2024-09-18 00:00:00,DEUZWI001,3433,0,1145,2024-09-18 00:00:00
"(127, 6643, 'Wednesday-09-18'),",127,6643,2024-09-18 00:00:00,DEUZWI002,9296,0,6643,2024-09-18 00:00:00
"(128, 5, 'Wednesday-09-18'),",128,5,2024-09-18 00:00:00,DEUZWI003,500,0,5,2024-09-18 00:00:00
"(1, 59, 'Thursday-09-19'),",1,59,2024-09-19 00:00:00,DEU010   B,2222,0,59,2024-09-19 00:00:00
"(2, 5, 'Thursday-09-19'),",2,5,2024-09-19 00:00:00,DEU0111  B,22834,0,5,2024-09-19 00:00:00
"(3, 0, 'Thursday-09-19'),",3,0,2024-09-19 00:00:00,DEU07024 L,2000,0,0,2024-09-19 00:00:00
"(4, 484, 'Thursday-09-19'),",4,484,2024-09-19 00:00:00,DEU110071L,2222,0,484,2024-09-19 00:00:00
"(5, 2, 'Thursday-09-19'),",5,2,2024-09-19 00:00:00,DEU1120  L,0,1,2,2024-09-19 00:00:00
"(6, 0, 'Thursday-09-19'),",6,0,2024-09-19 00:00:00,DEU1162  L,3000,0,0,2024-09-19 00:00:00
"(7, 9, 'Thursday-09-19'),",7,9,2024-09-19 00:00:00,DEU1206  L,327,0,9,2024-09-19 00:00:00
"(8, -131, 'Thursday-09-19'),",8,-131,2024-09-19 00:00:00,DEU1299  L,296,0,-131,2024-09-19 00:00:00
"(9, 1, 'Thursday-09-19'),",9,1,2024-09-19 00:00:00,DEU1401  L,6,0,1,2024-09-19 00:00:00
"(10, 1, 'Thursday-09-19'),",10,1,2024-09-19 00:00:00,DEU1420  L,2222,0,1,2024-09-19 00:00:00
"(11, 0, 'Thursday-09-19'),",11,0,2024-09-19 00:00:00,DEU1504  L,5000,0,0,2024-09-19 00:00:00
"(12, -2, 'Thursday-09-19'),",12,-2,2024-09-19 00:00:00,DEU1543  L,1500,0,-2,2024-09-19 00:00:00
"(13, -2, 'Thursday-09-19'),",13,-2,2024-09-19 00:00:00,DEU1544  L,500,0,-2,2024-09-19 00:00:00
"(14, 0, 'Thursday-09-19'),",14,0,2024-09-19 00:00:00,DEU1702  L,0,0,0,2024-09-19 00:00:00
"(15, 1, 'Thursday-09-19'),",15,1,2024-09-19 00:00:00,DEU2120  L,0,1,1,2024-09-19 00:00:00
"(16, 2, 'Thursday-09-19'),",16,2,2024-09-19 00:00:00,DEU2181  L,0,1,2,2024-09-19 00:00:00
"(17, 208, 'Thursday-09-19'),",17,208,2024-09-19 00:00:00,DEU21K01 L,2222,0,208,2024-09-19 00:00:00
"(18, 650, 'Thursday-09-19'),",18,650,2024-09-19 00:00:00,DEU21P05 L,2222,0,650,2024-09-19 00:00:00
"(19, 3, 'Thursday-09-19'),",19,3,2024-09-19 00:00:00,DEU21P20 L,2222,0,3,2024-09-19 00:00:00
"(20, 8, 'Thursday-09-19'),",20,8,2024-09-19 00:00:00,DEU21W46 L,17,0,8,2024-09-19 00:00:00
"(21, 0, 'Thursday-09-19'),",21,0,2024-09-19 00:00:00,DEU2272  L,0,0,0,2024-09-19 00:00:00
"(22, 668, 'Thursday-09-19'),",22,668,2024-09-19 00:00:00,DEU22P10 L,2222,0,668,2024-09-19 00:00:00
"(23, 407, 'Thursday-09-19'),",23,407,2024-09-19 00:00:00,DEU22P46 L,2222,0,407,2024-09-19 00:00:00
"(24, -36, 'Thursday-09-19'),",24,-36,2024-09-19 00:00:00,DEU22P69 L,366,0,-36,2024-09-19 00:00:00
"(25, 2, 'Thursday-09-19'),",25,2,2024-09-19 00:00:00,DEU240   B,2000,0,2,2024-09-19 00:00:00
"(26, 7, 'Thursday-09-19'),",26,7,2024-09-19 00:00:00,DEU340   B,8,0,7,2024-09-19 00:00:00
"(27, 1, 'Thursday-09-19'),",27,1,2024-09-19 00:00:00,DEU3799  L,5000,0,1,2024-09-19 00:00:00
"(28, 276, 'Thursday-09-19'),",28,276,2024-09-19 00:00:00,DEU520   N,420,0,276,2024-09-19 00:00:00
"(29, 0, 'Thursday-09-19'),",29,0,2024-09-19 00:00:00,DEU530   N,3000,0,0,2024-09-19 00:00:00
"(30, 6, 'Thursday-09-19'),",30,6,2024-09-19 00:00:00,DEU620   B,8,0,6,2024-09-19 00:00:00
"(31, 0, 'Thursday-09-19'),",31,0,2024-09-19 00:00:00,DEU620   N,3000,0,0,2024-09-19 00:00:00
"(32, 0, 'Thursday-09-19'),",32,0,2024-09-19 00:00:00,DEU68024 L,2000,0,0,2024-09-19 00:00:00
"(33, -535, 'Thursday-09-19'),",33,-535,2024-09-19 00:00:00,DEU700Y  H,2000,0,-535,2024-09-19 00:00:00
"(34, 168, 'Thursday-09-19'),",34,168,2024-09-19 00:00:00,DEU7071  H,3500,0,168,2024-09-19 00:00:00
"(35, 0, 'Thursday-09-19'),",35,0,2024-09-19 00:00:00,DEU70DUE L,0,0,0,2024-09-19 00:00:00
"(36, 1411, 'Thursday-09-19'),",36,1411,2024-09-19 00:00:00,DEU780   B,2500,0,1411,2024-09-19 00:00:00
"(37, 0, 'Thursday-09-19'),",37,0,2024-09-19 00:00:00,DEU78055 L,2500,0,0,2024-09-19 00:00:00
"(38, 160, 'Thursday-09-19'),",38,160,2024-09-19 00:00:00,DEU790   B,314,0,160,2024-09-19 00:00:00
"(39, 0, 'Thursday-09-19'),",39,0,2024-09-19 00:00:00,DEU81024 L,2000,0,0,2024-09-19 00:00:00
"(40, 0, 'Thursday-09-19'),",40,0,2024-09-19 00:00:00,DEU83024 L,2000,0,0,2024-09-19 00:00:00
"(41, 12153, 'Thursday-09-19'),",41,12153,2024-09-19 00:00:00,DEU850   B,13368,0,12153,2024-09-19 00:00:00
"(42, 0, 'Thursday-09-19'),",42,0,2024-09-19 00:00:00,DEU85016 L,0,0,0,2024-09-19 00:00:00
"(43, 806, 'Thursday-09-19'),",43,806,2024-09-19 00:00:00,DEUBIE001,500,1,806,2024-09-19 00:00:00
"(44, 0, 'Thursday-09-19'),",44,0,2024-09-19 00:00:00,DEUBRE001,0,0,0,2024-09-19 00:00:00
"(45, 0, 'Thursday-09-19'),",45,0,2024-09-19 00:00:00,DEUBRE002,0,0,0,2024-09-19 00:00:00
"(46, 1485, 'Thursday-09-19'),",46,1485,2024-09-19 00:00:00,DEUBRV001,22254,0,1485,2024-09-19 00:00:00
"(47, -1751, 'Thursday-09-19'),",47,-1751,2024-09-19 00:00:00,DEUBRV002,2191,0,-1751,2024-09-19 00:00:00
"(48, 136, 'Thursday-09-19'),",48,136,2024-09-19 00:00:00,DEUBTL001,2528,0,136,2024-09-19 00:00:00
"(49, 1467, 'Thursday-09-19'),",49,1467,2024-09-19 00:00:00,DEUCAN001,1971,0,1467,2024-09-19 00:00:00
"(50, 106, 'Thursday-09-19'),",50,106,2024-09-19 00:00:00,DEUCUX001,3000,0,106,2024-09-19 00:00:00
"(51, -356, 'Thursday-09-19'),",51,-356,2024-09-19 00:00:00,DEUCUX002,3000,0,-356,2024-09-19 00:00:00
"(52, 2362, 'Thursday-09-19'),",52,2362,2024-09-19 00:00:00,DEUDAR001,3200,0,2362,2024-09-19 00:00:00
"(53, 0, 'Thursday-09-19'),",53,0,2024-09-19 00:00:00,DEUDAR002,0,0,0,2024-09-19 00:00:00
"(54, 0, 'Thursday-09-19'),",54,0,2024-09-19 00:00:00,DEUDD    K,3000,0,0,2024-09-19 00:00:00
"(55, 5373, 'Thursday-09-19'),",55,5373,2024-09-19 00:00:00,DEUDRS001,8056,0,5373,2024-09-19 00:00:00
"(56, 0, 'Thursday-09-19'),",56,0,2024-09-19 00:00:00,DEUDUE001,0,0,0,2024-09-19 00:00:00
"(57, 2155, 'Thursday-09-19'),",57,2155,2024-09-19 00:00:00,DEUDUI001,4014,0,2155,2024-09-19 00:00:00
"(58, 14, 'Thursday-09-19'),",58,14,2024-09-19 00:00:00,DEUEGI001,2222,0,14,2024-09-19 00:00:00
"(59, 0, 'Thursday-09-19'),",59,0,2024-09-19 00:00:00,DEUEMD   L,3000,0,0,2024-09-19 00:00:00
"(60, 8162, 'Thursday-09-19'),",60,8162,2024-09-19 00:00:00,DEUEME001,11619,0,8162,2024-09-19 00:00:00
"(61, 15923, 'Thursday-09-19'),",61,15923,2024-09-19 00:00:00,DEUEME002,44650,0,15923,2024-09-19 00:00:00
"(62, 4031, 'Thursday-09-19'),",62,4031,2024-09-19 00:00:00,DEUEME003,10300,0,4031,2024-09-19 00:00:00
"(63, 3117, 'Thursday-09-19'),",63,3117,2024-09-19 00:00:00,DEUEME004,3000,1,3117,2024-09-19 00:00:00
"(64, 0, 'Thursday-09-19'),",64,0,2024-09-19 00:00:00,DEUEME005,3000,0,0,2024-09-19 00:00:00
"(65, 1731, 'Thursday-09-19'),",65,1731,2024-09-19 00:00:00,DEUEME006,1995,0,1731,2024-09-19 00:00:00
"(66, 3300, 'Thursday-09-19'),",66,3300,2024-09-19 00:00:00,DEUESS001,4500,0,3300,2024-09-19 00:00:00
"(67, 1864, 'Thursday-09-19'),",67,1864,2024-09-19 00:00:00,DEUFAB001,3157,0,1864,2024-09-19 00:00:00
"(68, 1176, 'Thursday-09-19'),",68,1176,2024-09-19 00:00:00,DEUFLB001,2222,0,1176,2024-09-19 00:00:00
"(69, 1338, 'Thursday-09-19'),",69,1338,2024-09-19 00:00:00,DEUFUW001,4754,0,1338,2024-09-19 00:00:00
"(70, 2579, 'Thursday-09-19'),",70,2579,2024-09-19 00:00:00,DEUGHU001,6622,0,2579,2024-09-19 00:00:00
"(71, 930, 'Thursday-09-19'),",71,930,2024-09-19 00:00:00,DEUGIG001,890,1,930,2024-09-19 00:00:00
"(72, 2273, 'Thursday-09-19'),",72,2273,2024-09-19 00:00:00,DEUGIZ001,1500,1,2273,2024-09-19 00:00:00
"(73, 0, 'Thursday-09-19'),",73,0,2024-09-19 00:00:00,DEUGME001,369,0,0,2024-09-19 00:00:00
"(74, 0, 'Thursday-09-19'),",74,0,2024-09-19 00:00:00,DEUGRM001,0,0,0,2024-09-19 00:00:00
"(75, 5623, 'Thursday-09-19'),",75,5623,2024-09-19 00:00:00,DEUHAJ001,11492,0,5623,2024-09-19 00:00:00
"(76, 634, 'Thursday-09-19'),",76,634,2024-09-19 00:00:00,DEUHAJ002,2222,0,634,2024-09-19 00:00:00
"(77, 21, 'Thursday-09-19'),",77,21,2024-09-19 00:00:00,DEUHAJ003,106,0,21,2024-09-19 00:00:00
"(78, 9, 'Thursday-09-19'),",78,9,2024-09-19 00:00:00,DEUHAJ004,175,0,9,2024-09-19 00:00:00
"(79, 2767, 'Thursday-09-19'),",79,2767,2024-09-19 00:00:00,DEUHAM001,3000,0,2767,2024-09-19 00:00:00
"(80, -158, 'Thursday-09-19'),",80,-158,2024-09-19 00:00:00,DEUHAM002,2259,0,-158,2024-09-19 00:00:00
"(81, 1, 'Thursday-09-19'),",81,1,2024-09-19 00:00:00,DEUHEA001,0,1,1,2024-09-19 00:00:00
"(82, 86, 'Thursday-09-19'),",82,86,2024-09-19 00:00:00,DEUHEN001,2222,0,86,2024-09-19 00:00:00
"(83, 2689, 'Thursday-09-19'),",83,2689,2024-09-19 00:00:00,DEUHMA001,2222,1,2689,2024-09-19 00:00:00
"(84, 7338, 'Thursday-09-19'),",84,7338,2024-09-19 00:00:00,DEUILG001,8140,0,7338,2024-09-19 00:00:00
"(85, -1359, 'Thursday-09-19'),",85,-1359,2024-09-19 00:00:00,DEUING001,5314,0,-1359,2024-09-19 00:00:00
"(86, 6595, 'Thursday-09-19'),",86,6595,2024-09-19 00:00:00,DEUKAK001,2222,1,6595,2024-09-19 00:00:00
"(87, 724, 'Thursday-09-19'),",87,724,2024-09-19 00:00:00,DEUKAS001,2222,0,724,2024-09-19 00:00:00
"(88, 6983, 'Thursday-09-19'),",88,6983,2024-09-19 00:00:00,DEUKIP001,5884,1,6983,2024-09-19 00:00:00
"(89, 554, 'Thursday-09-19'),",89,554,2024-09-19 00:00:00,DEUKT2001,700,0,554,2024-09-19 00:00:00
"(90, -1133, 'Thursday-09-19'),",90,-1133,2024-09-19 00:00:00,DEULBC001,3500,0,-1133,2024-09-19 00:00:00
"(91, -504, 'Thursday-09-19'),",91,-504,2024-09-19 00:00:00,DEULBC002,3500,0,-504,2024-09-19 00:00:00
"(92, 1, 'Thursday-09-19'),",92,1,2024-09-19 00:00:00,DEULDX001,1500,0,1,2024-09-19 00:00:00
"(93, 1642, 'Thursday-09-19'),",93,1642,2024-09-19 00:00:00,DEULEH001,2000,0,1642,2024-09-19 00:00:00
"(94, 1, 'Thursday-09-19'),",94,1,2024-09-19 00:00:00,DEUMMD001,500,0,1,2024-09-19 00:00:00
"(95, 403, 'Thursday-09-19'),",95,403,2024-09-19 00:00:00,DEUMUM001,2477,0,403,2024-09-19 00:00:00
"(96, 55, 'Thursday-09-19'),",96,55,2024-09-19 00:00:00,DEUNBI001,1464,0,55,2024-09-19 00:00:00
"(97, 2282, 'Thursday-09-19'),",97,2282,2024-09-19 00:00:00,DEUNDS001,2556,0,2282,2024-09-19 00:00:00
"(98, 21158, 'Thursday-09-19'),",98,21158,2024-09-19 00:00:00,DEUNEM001,48129,0,21158,2024-09-19 00:00:00
"(99, 3587, 'Thursday-09-19'),",99,3587,2024-09-19 00:00:00,DEUNSS001,4122,0,3587,2024-09-19 00:00:00
"(100, 1232, 'Thursday-09-19'),",100,1232,2024-09-19 00:00:00,DEUNUE001,1460,0,1232,2024-09-19 00:00:00
"(101, 293, 'Thursday-09-19'),",101,293,2024-09-19 00:00:00,DEUOSN001,650,0,293,2024-09-19 00:00:00
"(102, 2528, 'Thursday-09-19'),",102,2528,2024-09-19 00:00:00,DEUOSN002,3146,0,2528,2024-09-19 00:00:00
"(103, 1468, 'Thursday-09-19'),",103,1468,2024-09-19 00:00:00,DEUOSN003,1605,0,1468,2024-09-19 00:00:00
"(104, 0, 'Thursday-09-19'),",104,0,2024-09-19 00:00:00,DEUPOOL  L,0,0,0,2024-09-19 00:00:00
"(105, 12667, 'Thursday-09-19'),",105,12667,2024-09-19 00:00:00,DEURDN001,15000,0,12667,2024-09-19 00:00:00
"(106, 1, 'Thursday-09-19'),",106,1,2024-09-19 00:00:00,DEURDS001,3,0,1,2024-09-19 00:00:00
"(107, 10, 'Thursday-09-19'),",107,10,2024-09-19 00:00:00,DEUREG001,0,1,10,2024-09-19 00:00:00
"(108, 40, 'Thursday-09-19'),",108,40,2024-09-19 00:00:00,DEUREG002,9,1,40,2024-09-19 00:00:00
"(109, 16554, 'Thursday-09-19'),",109,16554,2024-09-19 00:00:00,DEURKW001,20344,0,16554,2024-09-19 00:00:00
"(110, 6892, 'Thursday-09-19'),",110,6892,2024-09-19 00:00:00,DEUSAR001,17222,0,6892,2024-09-19 00:00:00
"(111, -37, 'Thursday-09-19'),",111,-37,2024-09-19 00:00:00,DEUSCF001,1487,0,-37,2024-09-19 00:00:00
"(112, 3, 'Thursday-09-19'),",112,3,2024-09-19 00:00:00,DEUSRD001,2222,0,3,2024-09-19 00:00:00
"(113, 0, 'Thursday-09-19'),",113,0,2024-09-19 00:00:00,DEUSTM001,35,0,0,2024-09-19 00:00:00
"(114, 0, 'Thursday-09-19'),",114,0,2024-09-19 00:00:00,DEUUCH001,0,0,0,2024-09-19 00:00:00
"(115, 381, 'Thursday-09-19'),",115,381,2024-09-19 00:00:00,DEUUEN001,2322,0,381,2024-09-19 00:00:00
"(116, 1677, 'Thursday-09-19'),",116,1677,2024-09-19 00:00:00,DEUULZ001,5700,0,1677,2024-09-19 00:00:00
"(117, 1412, 'Thursday-09-19'),",117,1412,2024-09-19 00:00:00,DEUWBW001,2222,0,1412,2024-09-19 00:00:00
"(118, 72, 'Thursday-09-19'),",118,72,2024-09-19 00:00:00,DEUWDR001,3341,0,72,2024-09-19 00:00:00
"(119, 0, 'Thursday-09-19'),",119,0,2024-09-19 00:00:00,DEUWIS001,0,0,0,2024-09-19 00:00:00
"(120, 2879, 'Thursday-09-19'),",120,2879,2024-09-19 00:00:00,DEUWLZ001,3208,0,2879,2024-09-19 00:00:00
"(121, 15, 'Thursday-09-19'),",121,15,2024-09-19 00:00:00,DEUWMO001,2222,0,15,2024-09-19 00:00:00
"(122, 1915, 'Thursday-09-19'),",122,1915,2024-09-19 00:00:00,DEUWOB001 ,16508,0,1915,2024-09-19 00:00:00
"(123, 203, 'Thursday-09-19'),",123,203,2024-09-19 00:00:00,DEUWVN001,2222,0,203,2024-09-19 00:00:00
"(124, 5913, 'Thursday-09-19'),",124,5913,2024-09-19 00:00:00,DEUZET001,8184,0,5913,2024-09-19 00:00:00
"(125, 0, 'Thursday-09-19'),",125,0,2024-09-19 00:00:00,DEUZUE001,0,0,0,2024-09-19 00:00:00
"(126, 508, 'Thursday-09-19'),",126,508,2024-09-19 00:00:00,DEUZWI001,3433,0,508,2024-09-19 00:00:00
"(127, 6664, 'Thursday-09-19'),",127,6664,2024-09-19 00:00:00,DEUZWI002,9296,0,6664,2024-09-19 00:00:00
"(128, 5, 'Thursday-09-19'),",128,5,2024-09-19 00:00:00,DEUZWI003,500,0,5,2024-09-19 00:00:00
"(1, 63, 'Friday-09-20'),",1,63,2024-09-20 00:00:00,DEU010   B,2222,0,63,2024-09-20 00:00:00
"(2, 5, 'Friday-09-20'),",2,5,2024-09-20 00:00:00,DEU0111  B,22834,0,5,2024-09-20 00:00:00
"(3, 0, 'Friday-09-20'),",3,0,2024-09-20 00:00:00,DEU07024 L,2000,0,0,2024-09-20 00:00:00
"(4, 484, 'Friday-09-20'),",4,484,2024-09-20 00:00:00,DEU110071L,2222,0,484,2024-09-20 00:00:00
"(5, 2, 'Friday-09-20'),",5,2,2024-09-20 00:00:00,DEU1120  L,0,1,2,2024-09-20 00:00:00
"(6, 0, 'Friday-09-20'),",6,0,2024-09-20 00:00:00,DEU1162  L,3000,0,0,2024-09-20 00:00:00
"(7, 9, 'Friday-09-20'),",7,9,2024-09-20 00:00:00,DEU1206  L,327,0,9,2024-09-20 00:00:00
"(8, -131, 'Friday-09-20'),",8,-131,2024-09-20 00:00:00,DEU1299  L,296,0,-131,2024-09-20 00:00:00
"(9, 1, 'Friday-09-20'),",9,1,2024-09-20 00:00:00,DEU1401  L,6,0,1,2024-09-20 00:00:00
"(10, 1, 'Friday-09-20'),",10,1,2024-09-20 00:00:00,DEU1420  L,2222,0,1,2024-09-20 00:00:00
"(11, 0, 'Friday-09-20'),",11,0,2024-09-20 00:00:00,DEU1504  L,5000,0,0,2024-09-20 00:00:00
"(12, -2, 'Friday-09-20'),",12,-2,2024-09-20 00:00:00,DEU1543  L,1500,0,-2,2024-09-20 00:00:00
"(13, -2, 'Friday-09-20'),",13,-2,2024-09-20 00:00:00,DEU1544  L,500,0,-2,2024-09-20 00:00:00
"(14, 0, 'Friday-09-20'),",14,0,2024-09-20 00:00:00,DEU1702  L,0,0,0,2024-09-20 00:00:00
"(15, 1, 'Friday-09-20'),",15,1,2024-09-20 00:00:00,DEU2120  L,0,1,1,2024-09-20 00:00:00
"(16, 2, 'Friday-09-20'),",16,2,2024-09-20 00:00:00,DEU2181  L,0,1,2,2024-09-20 00:00:00
"(17, 208, 'Friday-09-20'),",17,208,2024-09-20 00:00:00,DEU21K01 L,2222,0,208,2024-09-20 00:00:00
"(18, 650, 'Friday-09-20'),",18,650,2024-09-20 00:00:00,DEU21P05 L,2222,0,650,2024-09-20 00:00:00
"(19, 3, 'Friday-09-20'),",19,3,2024-09-20 00:00:00,DEU21P20 L,2222,0,3,2024-09-20 00:00:00
"(20, 8, 'Friday-09-20'),",20,8,2024-09-20 00:00:00,DEU21W46 L,17,0,8,2024-09-20 00:00:00
"(21, 0, 'Friday-09-20'),",21,0,2024-09-20 00:00:00,DEU2272  L,0,0,0,2024-09-20 00:00:00
"(22, 668, 'Friday-09-20'),",22,668,2024-09-20 00:00:00,DEU22P10 L,2222,0,668,2024-09-20 00:00:00
"(23, 407, 'Friday-09-20'),",23,407,2024-09-20 00:00:00,DEU22P46 L,2222,0,407,2024-09-20 00:00:00
"(24, -36, 'Friday-09-20'),",24,-36,2024-09-20 00:00:00,DEU22P69 L,366,0,-36,2024-09-20 00:00:00
"(25, 2, 'Friday-09-20'),",25,2,2024-09-20 00:00:00,DEU240   B,2000,0,2,2024-09-20 00:00:00
"(26, 7, 'Friday-09-20'),",26,7,2024-09-20 00:00:00,DEU340   B,8,0,7,2024-09-20 00:00:00
"(27, 1, 'Friday-09-20'),",27,1,2024-09-20 00:00:00,DEU3799  L,5000,0,1,2024-09-20 00:00:00
"(28, 315, 'Friday-09-20'),",28,315,2024-09-20 00:00:00,DEU520   N,420,0,315,2024-09-20 00:00:00
"(29, 0, 'Friday-09-20'),",29,0,2024-09-20 00:00:00,DEU530   N,3000,0,0,2024-09-20 00:00:00
"(30, 6, 'Friday-09-20'),",30,6,2024-09-20 00:00:00,DEU620   B,8,0,6,2024-09-20 00:00:00
"(31, 0, 'Friday-09-20'),",31,0,2024-09-20 00:00:00,DEU620   N,3000,0,0,2024-09-20 00:00:00
"(32, 0, 'Friday-09-20'),",32,0,2024-09-20 00:00:00,DEU68024 L,2000,0,0,2024-09-20 00:00:00
"(33, -535, 'Friday-09-20'),",33,-535,2024-09-20 00:00:00,DEU700Y  H,2000,0,-535,2024-09-20 00:00:00
