,CODE,Stock,Capacity,LoadCapacity,UnloadCapacity,Capacity_Flag,Stock_Flag,latitude,longitude
1186,Almacen 1186,484.0,533.0,500.0,85.0,H,H,39.07802152690992,-6.883991617792218
1187,Almacen 1187,4.0,5.0,500.0,4.0,H,H,42.565084264332626,0.11717393550373956
1188,Almacen 1188,438.0,640.0,500.0,171.0,H,V,40.84643281247615,1.146516309180834
1189,Almacen 1189,25.0,28.0,500.0,25.0,H,H,37.075861631591444,-1.9768788588560584
1190,Almacen 1190,0.0,0.0,500.0,500.0,M,M,42.27907423423724,1.4461822065239751
1191,Almacen 1191,0.0,0.0,500.0,500.0,M,M,39.9110356084904,4.058664973638676
1192,Almacen 1192,22407.0,10941.0,1.0,877.0,H,V,43.643068316850616,3.2801557549167235
1193,Almacen 1193,0.0,0.0,500.0,500.0,M,M,38.378512641178105,-8.19096529077779
1194,Almacen 1194,2916.0,3208.0,500.0,304.0,H,H,42.366223412390944,-6.1335090961947305
1195,Almacen 1195,0.0,0.0,500.0,500.0,M,M,37.52597919539448,-0.45619999613264106
1196,Almacen 1196,7.0,8.0,500.0,5.0,H,H,38.81328757256284,-6.5840873700514955
1197,Almacen 1197,186.0,205.0,500.0,44.0,H,H,37.648277759594194,1.901798687372784
1198,Almacen 1198,1.0,0.0,500.0,500.0,M,V,40.33641129307489,3.89834652934986
1199,Almacen 1199,0.0,0.0,500.0,500.0,M,M,38.21558656242789,-2.9039995161271284
1200,Almacen 1200,34.0,24.0,500.0,15.0,H,V,43.6891629800335,1.161790574741234
1201,Almacen 1201,8.0,9.0,500.0,8.0,H,H,37.46975621855795,-0.3273972892882817
1202,Almacen 1202,156.0,172.0,500.0,7.0,H,H,41.98727176136379,-8.977374885193399
1203,Almacen 1203,4334.0,4768.0,500.0,59.0,H,H,39.4149139204878,-6.18375706555563
1204,Almacen 1204,10317.0,25184.0,500.0,168.0,H,V,40.9124488262715,3.885471545359728
1205,Almacen 1205,0.0,0.0,500.0,500.0,M,M,42.331953978049086,2.212912485566486
1206,Almacen 1206,6912.0,8516.0,500.0,204.0,H,V,37.56166288551607,-9.129452209170243
1207,Almacen 1207,2622.0,2885.0,500.0,660.0,H,H,39.95338329081356,-6.561992115661361
1208,Almacen 1208,19.0,21.0,500.0,8.0,H,H,37.25955337636171,-4.7195018717478545
1209,Almacen 1209,15741.0,11413.0,500.0,810.0,H,V,37.40138774849804,0.6470702749605799
1210,Almacen 1210,2077.0,2285.0,500.0,50.0,H,H,43.160078780733244,-5.060064614836244
1211,Almacen 1211,1.0,0.0,500.0,500.0,M,V,40.352922418712325,-5.9773092578637605
1212,Almacen 1212,0.0,0.0,500.0,500.0,M,M,38.14135012663796,1.8681467314954698
1213,Almacen 1213,0.0,0.0,500.0,500.0,M,M,40.67742747708135,-4.685216391824942
1214,Almacen 1214,0.0,0.0,500.0,500.0,M,M,38.278775281320755,-5.05741199626391
1215,Almacen 1215,5700.0,0.0,500.0,500.0,M,V,41.75216320046872,-0.7967654720563626
1216,Almacen 1216,8.0,0.0,500.0,500.0,M,V,37.109206696686584,-7.310325636109316
1217,Almacen 1217,28833.0,0.0,500.0,500.0,M,V,42.09510480989051,-7.213401015686413
1218,Almacen 1218,1.0,0.0,500.0,500.0,M,V,41.68039929977891,-5.390904044086853
1219,Almacen 1219,2.0,0.0,500.0,500.0,M,V,42.322060926415254,-6.133495096858427
1220,Almacen 1220,5999.0,0.0,500.0,500.0,M,V,41.495468069808695,-6.76257072055896
1221,Almacen 1221,2.0,0.0,500.0,500.0,M,V,42.93095248018055,-8.306257333219225
1222,Almacen 1222,3.0,0.0,500.0,500.0,M,V,42.08196342639234,-6.686281194536841
1223,Almacen 1223,1268.0,0.0,500.0,500.0,M,V,42.05927539904925,-8.016397477970294
1224,Almacen 1224,165.0,0.0,500.0,500.0,M,V,41.39165102044847,2.7603802069785246
1225,Almacen 1225,2.0,0.0,500.0,500.0,M,V,43.140622306700195,-6.8004489851397345
1226,Almacen 1226,1.0,0.0,500.0,500.0,M,V,38.967551941391996,-0.5816770744941504
1227,Almacen 1227,3.0,0.0,500.0,500.0,M,V,38.7878265351028,-3.0726001883106937
1228,Almacen 1228,987.0,0.0,500.0,500.0,M,V,42.943170885161166,-3.4630030673178425
1229,Almacen 1229,3648.0,4013.0,500.0,209.0,H,H,41.588458901486014,-5.487483709442436
1230,Almacen 1230,4007.0,19937.0,500.0,499.0,H,V,39.25632838749016,-8.92624815657131
1231,Almacen 1231,3.0,4.0,500.0,1.0,H,H,43.33407361377316,-3.528919400448183
1232,Almacen 1232,32.0,0.0,500.0,500.0,M,V,39.70032915996055,1.6318841261265753
1233,Almacen 1233,9570.0,10529.0,500.0,2000.0,H,H,38.89176186974909,4.278117961128908
1234,Almacen 1234,1080.0,2097.0,500.0,43.0,H,V,38.078770845542756,4.119516954997447
1235,Almacen 1235,88.0,97.0,500.0,22.0,H,H,41.857426951805934,2.8110188447041615
1236,Almacen 1236,1.0,37.0,500.0,8.0,H,V,40.97797281482479,-8.689891996556105
1237,Almacen 1237,644.0,753.0,500.0,96.0,H,V,42.638000704573884,-1.5715861159407245
1238,Almacen 1238,6.0,7.0,500.0,4.0,H,H,41.35377932522866,-5.911993223242397
1239,Almacen 1239,0.0,0.0,500.0,500.0,M,M,37.94913886406662,-3.823182905268249
1240,Almacen 1240,121.0,134.0,500.0,22.0,H,H,42.02510869919604,-0.6344489360141701
1241,Almacen 1241,25.0,28.0,500.0,8.0,H,H,36.66872944956516,-0.6456526150193262
1242,Almacen 1242,0.0,0.0,500.0,500.0,M,M,37.6231543601892,-5.479512076204996
1243,Almacen 1243,366.0,403.0,500.0,37.0,H,H,37.04549442696185,-0.5280208997941322
1244,Almacen 1244,0.0,0.0,500.0,500.0,M,M,36.79569262675672,-6.875003130179593
1245,Almacen 1245,2.0,3.0,500.0,2.0,H,H,39.813424654891335,-8.62465687986864
1246,Almacen 1246,707.0,778.0,500.0,97.0,H,H,39.035598256170836,-8.026254882301485
1247,Almacen 1247,475.0,523.0,500.0,32.0,H,H,37.175889959608156,-8.626345272283073
1248,Almacen 1248,408.0,449.0,500.0,43.0,H,H,37.83963218690579,-4.820063891411386
1249,Almacen 1249,4.0,5.0,500.0,4.0,H,H,41.62539425611966,-8.398264428229291
1250,Almacen 1250,0.0,0.0,500.0,500.0,M,M,38.14923783982332,-7.8895077309787
1251,Almacen 1251,2.0,0.0,500.0,500.0,M,V,41.41859732511943,-3.361193806120001
1252,Almacen 1252,297.0,0.0,500.0,500.0,M,V,38.546171387072086,-1.3397756164096712
1253,Almacen 1253,741.0,336.0,500.0,46.0,H,V,43.348489014005715,-4.175054233826666
1254,Almacen 1254,26.0,29.0,500.0,8.0,H,H,37.04459911183247,-5.442381268760789
1255,Almacen 1255,2.0,3.0,500.0,1.0,H,H,41.42315694114668,-0.6370067299754947
1256,Almacen 1256,2.0,0.0,500.0,500.0,M,V,42.65799375989827,-3.779199268719884
1257,Almacen 1257,0.0,0.0,500.0,500.0,M,M,36.3907710339083,3.2775737863338215
1258,Almacen 1258,17.0,38.0,500.0,7.0,H,V,38.64894831458792,-8.291623411658366
1259,Almacen 1259,367.0,404.0,500.0,20.0,H,H,41.38975604267409,-1.064689505422347
1260,Almacen 1260,22.0,25.0,500.0,18.0,H,H,38.939478295273936,-1.7536027847023776
1261,Almacen 1261,1350.0,2222.0,500.0,1086.0,V,V,36.878289937202894,-7.043127292904369
1262,Almacen 1262,112.0,2222.0,500.0,99.0,V,V,37.64182837358375,-0.41748418413170363
1263,Almacen 1263,430.0,474.0,500.0,55.0,H,H,43.526607728467106,-4.224580731310632
1264,Almacen 1264,1.0,2.0,500.0,1.0,H,H,36.72856937147225,-4.85014410401607
1265,Almacen 1265,101.0,112.0,500.0,15.0,H,H,41.21085890360464,-9.047111772694024
1266,Almacen 1266,616.0,2222.0,500.0,122.0,V,V,41.18413622082798,3.5063766918586605
1267,Almacen 1267,0.0,0.0,500.0,500.0,M,M,41.507241082548695,-1.6207485641998325
1268,Almacen 1268,240.0,264.0,500.0,72.0,H,H,42.63265511895316,-7.124337757345126
1269,Almacen 1269,2747.0,2222.0,1.0,1277.0,V,V,39.05039886317415,0.49544078791426216
1270,Almacen 1270,18.0,20.0,500.0,8.0,H,H,42.67024825187865,-5.8107439041721065
1271,Almacen 1271,11.0,13.0,500.0,11.0,H,H,37.16048752532994,-4.665635874026762
1272,Almacen 1272,173.0,191.0,500.0,38.0,H,H,42.17967759934664,-6.326299518082301
1273,Almacen 1273,5628.0,8370.0,500.0,998.0,H,V,39.9915460283585,3.407901598960782
1274,Almacen 1274,248.0,273.0,500.0,40.0,H,H,42.61626852953274,3.5668551264605473
1275,Almacen 1275,0.0,0.0,500.0,500.0,M,M,36.66580579895474,-5.25225507798558
1276,Almacen 1276,64.0,71.0,500.0,16.0,H,H,40.26728361813561,-1.0173405263785487
1277,Almacen 1277,52.0,0.0,500.0,500.0,M,V,37.84152376531979,1.8610048421562926
1278,Almacen 1278,0.0,0.0,500.0,500.0,M,M,41.978849999549986,-4.240044549341832
1279,Almacen 1279,49.0,54.0,500.0,26.0,H,H,41.92018195246875,0.12335228794990094
1280,Almacen 1280,0.0,0.0,500.0,500.0,M,M,36.829306611830816,-3.017789074774086
1281,Almacen 1281,134.0,148.0,500.0,21.0,H,H,41.27801032507659,-1.455828237304078
1282,Almacen 1282,0.0,0.0,500.0,500.0,M,M,43.296387772074326,-6.12726823816968
1283,Almacen 1283,152.0,168.0,500.0,28.0,H,H,40.69620288680652,3.385869354877574
1284,Almacen 1284,445.0,243.0,500.0,62.0,H,V,39.195685134230786,-7.779217845577252
1285,Almacen 1285,221.0,190.0,500.0,30.0,H,V,37.41093622314667,-4.477047212665567
1286,Almacen 1286,0.0,0.0,500.0,500.0,M,M,38.35323103868616,-3.7540156706417633
1287,Almacen 1287,2.0,0.0,500.0,500.0,M,V,37.810656313003484,-2.374562938846619
1288,Almacen 1288,34.0,38.0,500.0,7.0,H,H,37.915568468562164,-6.745996426097842
1289,Almacen 1289,3.0,4.0,500.0,3.0,H,H,39.14404904798978,-3.6769107208439413
1290,Almacen 1290,0.0,463.0,241.0,500.0,H,M,37.33415648959507,-3.398420438555009
1291,Almacen 1291,1.0,7.0,500.0,6.0,H,V,38.75229031647844,-4.392509383844852
1292,Almacen 1292,0.0,167.0,99.0,500.0,H,M,41.55888867201431,-0.8697827868328236
1293,Almacen 1293,0.0,314.0,160.0,500.0,H,M,36.03035609398114,-6.034114933897486
1294,Almacen 1294,1939.0,3000.0,500.0,74.0,V,V,38.426260588761295,-6.249456096855182
1295,Almacen 1295,6.0,7.0,500.0,6.0,H,H,40.752515154051096,0.024175595498846292
1296,Almacen 1296,0.0,0.0,500.0,500.0,M,M,43.413850004683354,-6.137691277378346
1297,Almacen 1297,671.0,739.0,500.0,20.0,H,H,37.74469101663808,-0.16428050923857462
1298,Almacen 1298,333.0,2505.0,1532.0,86.0,H,H,39.33305866470674,0.6409382649083675
1299,Almacen 1299,4001.0,59824.0,500.0,684.0,H,V,37.90781731942754,2.6088718163566966
1300,Almacen 1300,3.0,4.0,500.0,3.0,H,H,37.433587470270474,-7.976752153869906
1301,Almacen 1301,75.0,83.0,500.0,16.0,H,H,37.36754442108226,3.937111096163118
1302,Almacen 1302,5311.0,15222.0,1584.0,2544.0,V,V,42.22412277003469,3.8652778742793483
1303,Almacen 1303,0.0,2.0,1.0,500.0,H,M,40.23474259573532,3.0007108719751905
1304,Almacen 1304,104.0,115.0,500.0,95.0,H,H,36.03866764334842,-8.110205606188206
1305,Almacen 1305,1569.0,10240.0,846.0,9.0,V,V,40.53435997006938,0.07105500012522548
1306,Almacen 1306,0.0,0.0,500.0,500.0,M,M,36.72755443274304,-7.049087858848848
1307,Almacen 1307,1.0,2.0,500.0,1.0,H,H,36.115371576758314,-6.538448247293434
1308,Almacen 1308,0.0,1066.0,689.0,500.0,H,M,36.04978549516034,0.884921780874599
1309,Almacen 1309,782.0,2222.0,2431.0,2672.0,V,V,39.09293238833881,3.9957617091627213
1310,Almacen 1310,124.0,2222.0,22.0,112.0,V,V,38.12813676086023,-3.7764527442254767
1311,Almacen 1311,1475.0,2222.0,3233.0,4257.0,V,V,38.68981380787645,-5.634536731215532
1312,Almacen 1312,587.0,1963.0,699.0,982.0,H,V,37.92877723024906,-1.9866826305577643
1313,Almacen 1313,444.0,2222.0,1236.0,831.0,V,V,36.15905257000161,-6.869754098477561
1314,Almacen 1314,4767.0,7393.0,765.0,352.0,H,H,39.93327901086233,1.2077007324372584
1315,Almacen 1315,4967.0,9434.0,668.0,560.0,H,H,43.78886031456427,2.6235503726313034
1316,Almacen 1316,1200.0,1320.0,500.0,208.0,H,H,39.40015913112794,2.729534718070065
1317,Almacen 1317,1056.0,2359.0,613.0,176.0,H,H,41.32021714419206,-2.8381213120318876
1318,Almacen 1318,128.0,141.0,500.0,88.0,H,H,38.051110566652866,-4.871187874570877
1319,Almacen 1319,498.0,10673.0,2171.0,1671.0,H,V,37.89000869941791,-6.948837654939635
1320,Almacen 1320,0.0,930.0,845.0,500.0,H,M,37.31571976591681,-8.894977487919064
1321,Almacen 1321,655.0,3430.0,853.0,995.0,H,V,37.16987384180495,0.6440903147976123
1322,Almacen 1322,2.0,3.0,500.0,2.0,H,H,40.96104432028089,-6.008674592394115
1323,Almacen 1323,169.0,186.0,500.0,26.0,H,H,36.3268223626544,-4.225719765958153
1324,Almacen 1324,1329.0,2222.0,329.0,1043.0,V,V,40.740117093389394,0.53081031954118
1325,Almacen 1325,2180.0,2450.0,14460.0,7311.0,V,V,37.89321162853566,-9.262907941138222
1326,Almacen 1326,3116.0,5400.0,3519.0,3941.0,V,V,36.86554749249905,3.815702268707282
1327,Almacen 1327,0.0,0.0,500.0,500.0,M,M,40.714001665426466,1.7360415854219209
1328,Almacen 1328,9.0,10.0,500.0,3.0,H,H,36.383572193098686,-5.16172307661834
1329,Almacen 1329,360.0,114.0,500.0,26.0,H,V,38.145509175002786,-3.768224213501286
1330,Almacen 1330,3.0,4.0,500.0,3.0,H,H,37.70640538642665,-0.8155314217045095
1331,Almacen 1331,589.0,1116.0,500.0,180.0,H,V,36.143613562287776,-3.407655276707086
1332,Almacen 1332,0.0,0.0,500.0,500.0,M,M,38.31851766797318,-2.776941520206476
1333,Almacen 1333,607.0,668.0,500.0,122.0,H,H,43.53321521050637,1.7348676643901122
1334,Almacen 1334,244.0,269.0,500.0,25.0,H,H,40.70325290787972,3.8750198654596772
1335,Almacen 1335,5.0,6.0,500.0,5.0,H,H,41.112020711268,2.5156484938160624
1336,Almacen 1336,95.0,105.0,500.0,95.0,H,H,38.22980467206786,2.215355388582376
1337,Almacen 1337,2391.0,2565.0,500.0,128.0,H,V,39.788092241991116,-1.7945687672066812
1338,Almacen 1338,153.0,169.0,500.0,24.0,H,H,40.388105585569626,-7.83580459402495
1339,Almacen 1339,21798.0,48462.0,500.0,472.0,H,H,38.83531492348448,-4.069586323369333
1340,Almacen 1340,56.0,62.0,500.0,28.0,H,H,39.7356592803001,1.964253935227072
1341,Almacen 1341,326.0,0.0,500.0,500.0,M,V,38.10212706400341,-4.657157550904592
1342,Almacen 1342,87.0,0.0,500.0,500.0,M,V,36.916890031153216,2.9997841321133727
1343,Almacen 1343,19.0,0.0,500.0,500.0,M,V,37.85870111872322,-7.878456010323916
1344,Almacen 1344,13.0,3.0,500.0,1.0,H,V,42.51155574258526,2.0280409842488076
1345,Almacen 1345,8.0,7.0,500.0,3.0,H,V,36.68573492205297,4.129789685348834
1346,Almacen 1346,0.0,0.0,500.0,500.0,M,M,42.77994273294186,-1.4948799975694405
1347,Almacen 1347,0.0,0.0,500.0,500.0,M,M,36.52778509426667,-4.6116669451637415
1348,Almacen 1348,28.0,31.0,500.0,3.0,H,H,39.23193217136389,1.8124760358506329
1349,Almacen 1349,446.0,491.0,500.0,80.0,H,H,36.77745791774247,2.162454633618033
1350,Almacen 1350,2054.0,2260.0,500.0,462.0,H,H,41.0885166753262,0.2476159009867125
1351,Almacen 1351,4939.0,5433.0,500.0,96.0,H,H,43.71637539005562,0.2227781202343806
1352,Almacen 1352,697.0,767.0,500.0,19.0,H,H,42.4148442886195,-4.344040718868223
1353,Almacen 1353,25.0,0.0,500.0,500.0,M,V,39.45221831961282,-0.18930720541592017
1354,Almacen 1354,16.0,18.0,500.0,5.0,H,H,39.795803082477526,0.6645422698315233
1355,Almacen 1355,0.0,0.0,500.0,500.0,M,M,37.8361951733464,-1.8739025751220106
1356,Almacen 1356,42.0,47.0,500.0,18.0,H,H,39.01810565003675,-0.4437018485023714
1357,Almacen 1357,0.0,0.0,500.0,500.0,M,M,41.46122439435256,-4.427851645741828
1358,Almacen 1358,843.0,1111.0,500.0,80.0,H,V,39.646180928799566,-9.232050463754355
1359,Almacen 1359,0.0,0.0,500.0,500.0,M,M,43.54024816605004,-8.34616939452329
1360,Almacen 1360,73.0,62.0,500.0,17.0,H,V,43.35265274813001,-0.7640016459647079
1361,Almacen 1361,630.0,693.0,500.0,47.0,H,H,37.28897514381334,-5.627150933567671
1362,Almacen 1362,4536.0,4990.0,500.0,103.0,H,H,37.067386487799425,2.6050007169042235
1363,Almacen 1363,0.0,0.0,500.0,500.0,M,M,42.09548945774702,-1.1248703556933108
1364,Almacen 1364,5.0,6.0,500.0,2.0,H,H,38.49102877098381,1.8874411149155765
1365,Almacen 1365,0.0,933.0,848.0,500.0,H,M,37.08055259906464,-6.403082963030661
1366,Almacen 1366,6.0,18.0,2.0,3.0,H,V,38.44904806613579,0.012022070412657015
1367,Almacen 1367,0.0,0.0,500.0,500.0,M,M,36.530799919657994,-0.6648947123163609
1368,Almacen 1368,25.0,2222.0,45.0,18.0,V,V,40.4028903891534,2.9926787189716197
1369,Almacen 1369,2.0,0.0,500.0,500.0,M,V,36.05071295556907,-4.459120597116999
1370,Almacen 1370,2099.0,2309.0,500.0,198.0,H,H,39.11730710745929,-6.644077361300273
1371,Almacen 1371,2401.0,3695.0,2778.0,20.0,H,H,37.810927013670074,-3.5741322434624454
1372,Almacen 1372,668.0,2222.0,165.0,270.0,V,V,38.190805635651266,-0.6150378204794968
1373,Almacen 1373,0.0,2.0,1.0,500.0,H,M,40.80739111235772,-2.2942041374296194
1374,Almacen 1374,41.0,2222.0,500.0,44.0,V,V,40.23333147200984,1.3962483683264697
1375,Almacen 1375,28.0,2222.0,500.0,34.0,V,V,36.460521318719806,-5.906166853981436
1376,Almacen 1376,322.0,3954.0,380.0,283.0,H,V,38.04489574503125,-5.813528968394596
1377,Almacen 1377,51.0,57.0,500.0,24.0,H,H,43.04157267517129,-4.970209442078447
1378,Almacen 1378,0.0,0.0,500.0,500.0,M,M,39.774815566085216,4.110290372147066
1379,Almacen 1379,7312.0,8273.0,25214.0,1068.0,H,H,39.521181568025156,0.4297833532749138
1380,Almacen 1380,311.0,2222.0,500.0,124.0,V,V,39.627853973075595,-8.475537740065215
1381,Almacen 1381,36.0,40.0,500.0,36.0,H,H,42.38552906191258,-1.9469960340213426
1382,Almacen 1382,716.0,788.0,500.0,716.0,H,H,39.50738437144212,-3.0634898644402355
1383,Almacen 1383,2015.0,4500.0,500.0,889.0,V,V,42.480253539226865,-4.448100983375101
1384,Almacen 1384,1.0,2.0,500.0,1.0,H,H,37.52791000582012,-5.837227002206827
1385,Almacen 1385,3616.0,4300.0,500.0,1984.0,V,V,39.32143147801595,-0.8027772246820675
1386,Almacen 1386,0.0,0.0,500.0,500.0,M,M,42.52655924398222,2.5801297776362
1387,Almacen 1387,27.0,30.0,500.0,16.0,H,H,37.702171904079286,-6.987253323702417
1388,Almacen 1388,8.0,0.0,500.0,500.0,M,V,39.29271891934395,-3.98570466009593
1389,Almacen 1389,0.0,0.0,500.0,500.0,M,M,37.10983556856598,3.0674945751753153
1390,Almacen 1390,956.0,873.0,500.0,200.0,H,V,42.717902587099225,-0.026529771778355027
1391,Almacen 1391,45.0,50.0,500.0,8.0,H,H,37.00178572639368,1.4157708084792517
1392,Almacen 1392,3.0,4.0,500.0,3.0,H,H,41.72439109971402,-3.839405854047296
1393,Almacen 1393,0.0,0.0,500.0,500.0,M,M,39.095762672768366,-7.125896133925336
1394,Almacen 1394,0.0,0.0,500.0,500.0,M,M,40.54254961146787,3.6590721470447356
1395,Almacen 1395,0.0,0.0,500.0,500.0,M,M,39.229257834299965,-0.37436477386809663
1396,Almacen 1396,149.0,120.0,500.0,35.0,H,V,37.3051681735039,-0.7020993815481802
1397,Almacen 1397,168.0,185.0,500.0,136.0,H,H,36.39964158960531,-8.714648958931036
1398,Almacen 1398,236.0,260.0,500.0,52.0,H,H,36.00762890894327,-7.310025869715395
1399,Almacen 1399,4115.0,4527.0,500.0,567.0,H,H,40.850549677087805,-6.45116069470285
1400,Almacen 1400,5311.0,5843.0,500.0,800.0,H,H,38.13957256041263,-6.003727831512118
1401,Almacen 1401,2.0,3.0,500.0,2.0,H,H,41.25704438013164,-5.041466341175426
1402,Almacen 1402,2.0,3.0,500.0,1.0,H,H,43.16497770628342,2.646224196351781
1403,Almacen 1403,28323.0,31156.0,500.0,15495.0,H,H,41.417615504894336,-4.115624927120831
1404,Almacen 1404,9353.0,10289.0,500.0,2005.0,H,H,36.48001858014322,0.6863747952074544
1405,Almacen 1405,596.0,656.0,500.0,75.0,H,H,37.96671400862215,-4.992323100646194
1406,Almacen 1406,28106.0,47650.0,500.0,3194.0,H,V,38.714453494045046,-0.6104135433511164
1407,Almacen 1407,15744.0,17319.0,500.0,874.0,H,H,42.02886068637487,-4.405410410236673
1408,Almacen 1408,3268.0,3595.0,500.0,1310.0,H,H,42.159715393018615,-2.904880511273623
1409,Almacen 1409,73.0,81.0,500.0,73.0,H,H,40.149297219692784,-1.4008944128022511
1410,Almacen 1410,1.0,0.0,500.0,500.0,M,V,42.633073696802654,-1.930074856748755
1411,Almacen 1411,14048.0,35513.0,500.0,1954.0,H,V,41.39731668046215,-7.558566427268741
1412,Almacen 1412,31.0,35.0,500.0,16.0,H,H,40.69872677616753,-9.229664264914277
1413,Almacen 1413,277.0,305.0,500.0,38.0,H,H,38.55424445052506,0.7505529897228076
1414,Almacen 1414,1.0,2.0,500.0,1.0,H,H,40.184307660998414,-8.710723490320998
1415,Almacen 1415,3828.0,4211.0,500.0,200.0,H,H,39.568972866204795,-1.8120759893642608
1416,Almacen 1416,481.0,816.0,500.0,35.0,H,V,42.08609275508274,-5.163889861715286
1417,Almacen 1417,30.0,33.0,500.0,30.0,H,H,36.58217898554282,-4.770833895229787
1418,Almacen 1418,1101.0,120.0,500.0,15.0,H,V,40.29842245000621,1.7859893878935083
1419,Almacen 1419,2.0,0.0,500.0,500.0,M,V,38.60576760220976,1.9318089492204304
1420,Almacen 1420,3655.0,0.0,500.0,500.0,M,V,40.65479792134212,2.3153178973434496
1421,Almacen 1421,13869.0,30587.0,500.0,2265.0,H,H,42.30699216298069,0.41082860617437156
1422,Almacen 1422,832.0,8.0,500.0,7.0,H,V,39.56804967671493,0.7868173391268058
1423,Almacen 1423,2.0,0.0,500.0,500.0,M,V,36.98251172897589,0.49085953247098857
1424,Almacen 1424,0.0,0.0,500.0,500.0,M,M,41.226654292130156,-6.3810164385099615
1425,Almacen 1425,0.0,0.0,500.0,500.0,M,M,43.56733002273094,-4.162700834638498
1426,Almacen 1426,15019.0,44392.0,500.0,1663.0,H,H,38.56648223596508,-2.9311802018849917
1427,Almacen 1427,160.0,0.0,500.0,500.0,M,V,38.56253808355388,-6.7033455270682865
1428,Almacen 1428,1.0,0.0,500.0,500.0,M,V,41.026418171434074,3.398963691612895
1429,Almacen 1429,17655.0,41444.0,500.0,1597.0,H,H,39.02120299554997,0.3474503206274804
1430,Almacen 1430,17260.0,43900.0,500.0,1396.0,H,H,36.837111654739346,-9.264013320109443
1431,Almacen 1431,23112.0,49786.0,500.0,2202.0,H,H,41.83153291213083,3.667691455141279
1432,Almacen 1432,13961.0,37054.0,500.0,1790.0,H,H,43.30430837540591,-1.617159036276802
1433,Almacen 1433,1037.0,0.0,500.0,500.0,M,V,41.70762339177215,-6.018573878671079
1434,Almacen 1434,145.0,0.0,500.0,500.0,M,V,38.895631519801874,3.5242046120404282
1435,Almacen 1435,1.0,0.0,500.0,500.0,M,V,41.66388916889367,3.044565879157913
1436,Almacen 1436,582.0,641.0,500.0,23.0,H,H,37.74907622107646,4.152457096332784
1437,Almacen 1437,530.0,583.0,500.0,398.0,H,H,36.460077477361835,3.656610186360016
1438,Almacen 1438,1.0,0.0,500.0,500.0,M,V,41.0835113584323,-3.8550130107376637
1439,Almacen 1439,693.0,763.0,500.0,102.0,H,H,39.40907068603581,-8.157004998771153
1440,Almacen 1440,78.0,0.0,500.0,500.0,M,V,36.9446007985803,-2.366360834337054
1441,Almacen 1441,7.0,0.0,500.0,500.0,M,V,37.92712487796645,-3.1905692671659516
1442,Almacen 1442,0.0,0.0,500.0,500.0,M,M,36.30221971386139,-8.614036467077108
1443,Almacen 1443,305.0,336.0,500.0,55.0,H,H,42.243894099833184,0.5630915894707034
1444,Almacen 1444,241.0,266.0,500.0,38.0,H,H,40.316413944080224,-5.8656918440682535
1445,Almacen 1445,0.0,0.0,500.0,500.0,M,M,39.907969949951294,3.447416278627644
1446,Almacen 1446,8.0,0.0,500.0,500.0,M,V,43.52855340799693,-6.432450847932638
1447,Almacen 1447,128.0,141.0,500.0,8.0,H,H,39.736491954580714,0.14566873202254094
1448,Almacen 1448,188.0,207.0,500.0,18.0,H,H,42.02245824160323,2.0176104091911693
1449,Almacen 1449,224.0,0.0,500.0,500.0,M,V,38.322541042194594,-4.9913067913999996
1450,Almacen 1450,249.0,339.0,1.0,15.0,H,V,42.74544544696104,-9.275878382476282
1451,Almacen 1451,89.0,0.0,500.0,500.0,M,V,41.7244859535785,1.6399305563916364
1452,Almacen 1452,1023.0,2117.0,2.0,160.0,H,V,43.367840902250634,-7.600741214659668
1453,Almacen 1453,4.0,0.0,500.0,500.0,M,V,40.3895911988542,-7.440993406589587
1454,Almacen 1454,131.0,145.0,500.0,15.0,H,H,42.99515926062124,-4.214101607232667
1455,Almacen 1455,472.0,520.0,500.0,472.0,H,H,39.478386737464795,-8.597533708149085
1456,Almacen 1456,0.0,0.0,500.0,500.0,M,M,38.10210073677957,-3.4975206353832426
1457,Almacen 1457,15.0,17.0,500.0,12.0,H,H,36.60703365264621,-2.10242174219231
1458,Almacen 1458,3612.0,0.0,500.0,500.0,M,V,41.744319532700615,-4.958730105780014
1459,Almacen 1459,0.0,0.0,500.0,500.0,M,M,38.785897285570464,3.013012587718306
1460,Almacen 1460,50.0,63.0,500.0,42.0,H,V,42.528823926848624,-8.578858131060445
1461,Almacen 1461,6.0,48.0,500.0,42.0,H,V,43.337474709831625,-3.2760716352582744
1462,Almacen 1462,14.0,3.0,500.0,2.0,H,V,41.559149249926904,2.0709076202759498
1463,Almacen 1463,7.0,17.0,500.0,14.0,H,V,39.64451288055915,-4.221498084201802
1464,Almacen 1464,129.0,142.0,500.0,91.0,H,H,43.349012442498555,-2.0045409942586376
1465,Almacen 1465,1.0,8.0,500.0,7.0,H,V,38.75874188367061,-0.9094150521035811
1466,Almacen 1466,21965.0,10304.0,500.0,1233.0,H,V,40.50573115666115,-2.119284645046138
1467,Almacen 1467,57.0,77.0,500.0,50.0,H,V,37.885649761655245,4.241573054393731
1468,Almacen 1468,0.0,0.0,500.0,500.0,M,M,37.83508359860316,3.922781740134864
1469,Almacen 1469,15.0,0.0,500.0,500.0,M,V,37.21228286944292,-8.038190659785453
1470,Almacen 1470,87588.0,96347.0,14.0,23886.0,H,H,39.70526831583118,0.4412914717997296
1471,Concesionario,0.0,100000.0,100000.0,100000.0,X,X,40.28725117558217,-3.8719610301373546
